 BPMZ5D1R,   8.572389e-02,  1.305237e-01
"BPMZ6D1R",   5.065918e-03,  1.847534e-01
"BPMZ7D1R",  -2.597351e-01, -4.180909e-02
"BPMZ1T1R",  -5.737610e-01, -5.375977e-01
"BPMZ2T1R",   2.298584e-01,  6.159974e-01
"BPMZ3T1R",  -1.924133e-01,  3.427124e-02
"BPMZ4T1R",   7.855225e-02,  6.583558e-01
"BPMZ5T1R",   2.110901e-01,  2.242432e-01
"BPMZ6T1R",  -8.889771e-02, -1.785278e-02
"BPMZ7T1R",  -1.879883e-01,  6.439210e-02
"BPMZ1D2R",  -8.673097e-02, -6.567383e-02
"BPMZ2D2R",  -4.776612e-01,  1.669312e-01
"BPMZ3D2R",   1.837280e+00, -2.185059e-02
"BPMZ4D2R",  -9.219361e-02, -9.320374e-01
"BPMZ5D2R",   2.213135e-01, -6.683350e-03
"BPMZ6D2R",  -3.485413e-01,  2.243347e-01
"BPMZ7D2R",   7.864381e-02,  9.281617e-01
"BPMZ1T2R",  -3.635559e-01,  3.040161e-01
"BPMZ2T2R",  -1.441345e-01, -9.020997e-02
"BPMZ3T2R",  -2.761231e-01,  1.039978e+00
"BPMZ4T2R",   6.134034e-03,  1.979370e-01
"BPMZ5T2R",  -2.450562e-01, -1.566773e-01
"BPMZ6T2R",  -1.353729e+00, -3.336792e-01
"BPMZ7T2R",  -6.777039e-01,  1.466675e+00
"BPMZ1D3R",  -1.396485e-01,  3.710633e-01
"BPMZ2D3R",  -5.334778e-01,  7.468262e-01
"BPMZ3D3R",   1.851196e-01,  5.698243e-01
"BPMZ4D3R",  -7.366944e-02,  1.447357e+00
"BPMZ5D3R",  -2.111817e-02, -8.096314e-02
"BPMZ6D3R",   1.455994e-01,  7.741700e-01
"BPMZ7D3R",  -1.789246e-01,  1.286194e+00
"BPMZ1T3R",  -1.168823e-02,  9.161073e-01
"BPMZ2T3R",  -2.044068e-01,  9.848939e-01
"BPMZ3T3R",  -7.620240e-02,  5.366211e-01
"BPMZ4T3R",   9.170533e-02, -1.529846e-01
"BPMZ41T3R",  0.000000e+00,  0.000000e+00
"BPMZ42T3R", -3.385681e+00, -6.215821e-01
"BPMZ5T3R",   4.514466e-01,  2.631836e-01
"BPMZ6T3R",   2.129212e-01,  7.211915e-01
"BPMZ7T3R",  -3.752442e-01,  1.543884e-01
"BPMZ1D4R",  -2.127075e-01,  7.131654e-01
"BPMZ2D4R",   1.662293e-01,  7.507020e-01
"BPMZ3D4R",   2.343750e-02,  1.400452e-01
"BPMZ4D4R",  -7.766724e-01, -5.275269e-01
"BPMZ5D4R",   7.461549e-02, -1.444092e-01
"BPMZ6D4R",   2.593994e-02,  3.488160e-01
"BPMZ7D4R",  -4.403687e-01,  8.380128e-01
"BPMZ1T4R",  2.537232e-01,  4.276123e-01
"BPMZ2T4R",  -3.957215e-01,  3.467102e-01
"BPMZ3T4R",  -3.501892e-01,  1.967468e-01
"BPMZ4T4R",   1.244995e+00, -4.516907e-01
"BPMZ5T4R",   1.890564e-01,  1.924439e-01
"BPMZ6T4R",  -1.688538e-01,  9.369203e-01
"BPMZ7T4R",   3.420105e-01,  3.723755e-01
"BPMZ1D5R",   1.766968e-02,  3.218689e-01
